OBJECTID,NHSD_OPERATIONALSTATUS,NHSD_ORGANISATION_NAME,NHSD_ADDRESS,NHSD_SUBURB,NHSD_STATE,NHSD_POSTCODE,NHSD_LONG,NHSD_LAT,NHSD_SERVICE_ID,NHSD_SERVICE_TYPE,GNAF_ADDRESS_DETAIL_PID,GA_CLASS,GA_SOURCE_DATE
14506,active,UFS Pharmacy - Coburg Village Pharmacy,174-196 Gaffney Street Coburg North VIC 3058,Coburg North,VIC,3058,144.9507294,-37.73247528,96e64fa2-e341-7eed-0bc8-07969cbe5819,Pharmacy service,,PHARMACY,2024-03-05
14507,active,Chemist Warehouse - Balwyn,252-254 Whitehorse Road Balwyn VIC 3103,Balwyn,VIC,3103,145.0818481,-37.81306839,f389d317-ee93-5889-fb54-24e93b933d7c,Pharmacy service,,PHARMACY,2024-03-05
14508,active,Cessnock Day Night Pharmacy,202 Wollombi Road Cessnock NSW 2325,Cessnock,NSW,2325,151.3523102,-32.83325577,d1123580-aa01-39f3-076d-b0f86e005d0f,Pharmacy service,GANSW704393874,PHARMACY,2024-03-05
14509,active,Amamoor Kandanga Pharmacy,10 Busby Street Amamoor QLD 4570,Amamoor,QLD,4570,152.6737617,-26.3444795,9c34d1d0-502a-4aa7-8fc1-8c37b9250ff7,Pharmacy service,GAQLD154942589,PHARMACY,2024-03-05
14510,active,Chemist Warehouse - Plenty Valley,415 Mcdonalds Road Mill Park VIC 3082,Mill Park,VIC,3082,145.0663834,-37.65160089,4f0f77a2-d350-62a4-402e-69e414e40b6f,Pharmacy service,GAVIC423940158,PHARMACY,2024-03-05
14511,active,Timboon Pharmacy,15 Main Street Timboon VIC 3268,Timboon,VIC,3268,142.9808197,-38.48492432,dbafb5fc-2891-c9f0-d89e-0156628a1d63,Pharmacy service,GAVIC419668400,PHARMACY,2024-03-05
14512,active,Gold Coast Super Clinic Amcal Pharmacy,2 Leo Graham Way Oxenford QLD 4210,Oxenford,QLD,4210,153.3103373,-27.88977262,0a079ca8-ae6f-47b9-a3f1-0448e8b76f4e,Pharmacy service,,PHARMACY,2024-03-05
14513,active,Vicky Melissas Pharmacy,1310 Centre Road Clayton VIC 3168,Clayton,VIC,3168,145.1159668,-37.92848969,51253425-ee67-85ea-ae85-d014ffbb9062,Pharmacy service,,PHARMACY,2024-03-05
14514,active,Star Discount Chemist Booval,139 Brisbane Road Booval QLD 4304,Booval,QLD,4304,152.7905273,-27.6163826,99868dad-fed6-fca1-be84-1a73b473fb04,Pharmacy service,,PHARMACY,2024-03-05
14515,active,Corrimal Night & Day Pharmacy,203 Princes Highway Corrimal NSW 2518,Corrimal,NSW,2518,150.8967133,-34.37195206,5cd86861-190f-be9f-3116-fce0637ba952,Pharmacy service,GANSW704498613,PHARMACY,2024-03-05
14516,active,CYGNET PHARMACY,43 Mary Street Cygnet TAS 7112,Cygnet,TAS,7112,147.0754547,-43.16046524,7fdbaacd-8fb5-ab73-0e8e-9446471ef41b,Pharmacy service,,PHARMACY,2024-03-05
14517,active,Kirra Beach Chempro,Corner Musgrave And Douglas Street Coolangatta QLD 4225,Coolangatta,QLD,4225,153.5279236,-28.16754913,1a68bc22-47e4-5419-acc9-e6427f254e16,Pharmacy service,,PHARMACY,2024-03-05
14518,active,Mollymook Pharmacy and Newsagency,85 Tallwood Avenue Mollymook NSW 2539,Mollymook,NSW,2539,150.4761353,-35.32444,454263d0-e06b-79af-2404-5a3d870ef2ff,Pharmacy service,,PHARMACY,2024-03-05
14519,active,Your Pharmacy,76 Macquarie Street George Town TAS 7253,George Town,TAS,7253,146.8241577,-41.10681915,1a1ff228-b0f3-2e14-75d1-ad52da2ea851,Pharmacy service,GATAS702291884,PHARMACY,2024-03-05
14520,active,TerryWhite Chemmart - Lindisfarne Village,17-19 Franklin Street Lindisfarne TAS 7015,Lindisfarne,TAS,7015,147.3536354,-42.84671084,2862b7c4-bfe0-c1ad-ea4d-3372b93ef820,Pharmacy service,GATAS716845921,PHARMACY,2024-03-05
14521,active,TerryWhite Chemmart Market Plaza Pharmacy,61 Grote Street Adelaide SA 5000,Adelaide,SA,5000,138.5967865,-34.92910767,b8325265-25c3-1836-f79b-df1d041a44aa,Pharmacy service,,PHARMACY,2024-03-05
14522,active,Pharmacy 4 Less - Belmont,145 High Street Belmont VIC 3216,Belmont,VIC,3216,144.3448944,-38.17339706,13ce70ac-87c5-b221-ab2d-5948a6847c1f,Pharmacy service,GAVIC421455360,PHARMACY,2024-03-05
14523,active,Bellevue Hill Discount Chemist,19-21 Bellevue Road Bellevue Hill NSW 2023,Bellevue Hill,NSW,2023,151.2577057,-33.88601303,ed82a5ed-f25d-9ccf-65d6-d4c0943077bd,Pharmacy service,GANSW704065921,PHARMACY,2024-03-05
14524,active,Stratton Park Pharmacy,Cnr O'connor And Farrell Road Stratton WA 6056,Stratton,WA,6056,116.0343323,-31.86969185,1444657f-1628-bb34-e4da-8940fe154151,Pharmacy service,,PHARMACY,2024-03-05
14525,active,David Wilson Discount Chemist - Bondi Junction,71-91 Spring Street Bondi Junction NSW 2022,Bondi Junction,NSW,2022,151.2479248,-33.89334106,6492d219-0889-62d1-fada-087204925fbf,Pharmacy service,,PHARMACY,2024-03-05
14526,active,United Chemists Wodonga,Whitebox Rise Shopping Centre Cnr Kelliher Ave And Victoria Cross Pe Wodonga VIC 3690,Wodonga,VIC,3690,146.8930726,-36.14075528,2df0ef89-d158-4aa2-c6d9-27313b974177,Pharmacy service,,PHARMACY,2024-03-05
14527,active,Sutherland Community Pharmacy,796 Old Princes Highway Sutherland NSW 2232,Sutherland,NSW,2232,151.057612,-34.032229,8bbc08f9-0892-4053-954b-e2b4cf7b86f0,Pharmacy service,GANSW717538009,PHARMACY,2024-03-05
14528,active,AHS Compounding Pharmacy,29 Mcfadzean Avenue Reservoir VIC 3073,Reservoir,VIC,3073,144.9975128,-37.70863724,4bdd8521-b680-c4e9-c552-10734b245899,Pharmacy service,,PHARMACY,2024-03-05
14529,active,Birregurra Pharmacy,40 Main Street Birregurra VIC 3242,Birregurra,VIC,3242,143.7863922,-38.33696365,fe4acf19-f7db-e665-e21a-4eaf8eb5ac02,Pharmacy service,GAVIC410901725,PHARMACY,2024-03-05
14530,active,Seaview Pharmacy,342 344 Balcombe Road Beaumaris VIC 3193,Beaumaris,VIC,3193,145.0459595,-37.97870255,de30e42c-1583-b35b-43a4-474444a9877f,Pharmacy service,,PHARMACY,2024-03-05
14531,active,Morningside Central Chempro Chemist,25 Junction Road Morningside QLD 4170,Morningside,QLD,4170,153.0802612,-27.4661541,b8a8b6e5-90a7-ac3e-184b-ae01c4647a59,Pharmacy service,,PHARMACY,2024-03-05
14532,active,Blooms The Chemist - Queanbeyan,183 Crawford Street Queanbeyan NSW 2620,Queanbeyan,NSW,2620,149.233078,-35.35191345,99292ffe-05ec-8418-22e9-d2ca48e051e9,Pharmacy service,,PHARMACY,2024-03-05
14533,active,Good Price Pharmacy Warehouse - Albion Park Rail,9-11 Princes Highway Albion Park Rail NSW 2527,Albion Park Rail,NSW,2527,150.7866669,-34.550354,7f6bcbbc-414f-a729-b2f2-bdcbdd812176,Pharmacy service,GANSW703891299,PHARMACY,2024-03-05
14534,active,Fullife Pharmacy Ulverstone,67 Reibey Street Ulverstone TAS 7315,Ulverstone,TAS,7315,146.1729279,-41.1572113,2b660773-7f4a-da4b-d8e4-e296f73382e5,Pharmacy service,GATAS702309705,PHARMACY,2024-03-05
14535,active,Priceline Pharmacy Surfers Paradise,26 Cavill Avenue Surfers Paradise QLD 4217,Surfers Paradise,QLD,4217,153.4311066,-28.00223351,d4e3ea46-1127-d5d7-746a-51aa24b52c0b,Pharmacy service,,PHARMACY,2024-03-05
14536,active,Varsity Chempro Chemist,8 Santa Maria Court Burleigh Waters QLD 4220,Burleigh Waters,QLD,4220,153.4224692,-28.07444078,4c9bd22e-f003-494d-e584-47dc1f3d5dfd,Pharmacy service,,PHARMACY,2024-03-05
14537,active,Hillarys Community Pharmacy,110 Flinders Avenue Hillarys WA 6025,Hillarys,WA,6025,115.743607,-31.809427,ba6359e9-10b5-5de5-4ef6-a0ad41f590a9,Pharmacy service,,PHARMACY,2024-03-05
14538,active,Wizard Pharmacy Perth Brookfield Place,125 St Georges Terrace Perth WA 6000,Perth,WA,6000,115.855057,-31.955166,bff71625-db17-1be9-76e2-496a6fd0ea3a,Pharmacy service,,PHARMACY,2024-03-05
14539,active,Narrabundah Pharmacy,18 Iluka Street Narrabundah ACT 2604,Narrabundah,ACT,2604,149.1538696,-35.33259583,6eeb8bb6-12a3-ed25-4702-182c7b94b94d,Pharmacy service,GAACT714902470,PHARMACY,2024-03-05
14540,active,Ivanhoe Plaza Pharmacy,4 Livingstone Street Ivanhoe VIC 3079,Ivanhoe,VIC,3079,145.0418243,-37.76839447,ec44a315-cf5a-5196-bbef-842199f699a2,Pharmacy service,,PHARMACY,2024-03-05
14541,active,Chemist Warehouse - Indooroopilly,34 Coonan Street Indooroopilly QLD 4068,Indooroopilly,QLD,4068,152.9760132,-27.49713516,09071905-d363-8426-77e5-1362dfb51cb7,Pharmacy service,GAQLD159208263,PHARMACY,2024-03-05
14542,active,Amcal+ Express Medical Centre Pharmacy - Narellan,19 Queen Street Narellan NSW 2567,Narellan,NSW,2567,150.7374179,-34.04425583,d89325a7-c166-4ad2-acbf-7bb4a5b50a08,Pharmacy service,GANSW709771250,PHARMACY,2024-03-05
14543,active,Chemist Warehouse - Footscray,190 Barkly Street Footscray VIC 3011,Footscray,VIC,3011,144.8979034,-37.79924393,838802c9-a336-d9ca-2934-f33c443bffa2,Pharmacy service,GAVIC412728177,PHARMACY,2024-03-05
14544,active,Chemist Warehouse - Fitzroy,206 Brunswick Street Fitzroy VIC 3065,Fitzroy,VIC,3065,144.9782257,-37.80127335,9e1690ca-b4bb-e3bc-c0f4-8cffbf3336a9,Pharmacy service,,PHARMACY,2024-03-05
14545,active,Runcorn Discount Chemist,957 Beenleigh Road Runcorn QLD 4113,Runcorn,QLD,4113,153.0733185,-27.59646225,f18fe634-2b95-7232-f9dd-2830ba37c4fc,Pharmacy service,,PHARMACY,2024-03-05
14546,active,TerryWhite Chemmart Corinda,607 Oxley Road Corinda QLD 4075,Corinda,QLD,4075,152.9818726,-27.53844452,4a4a954e-da50-2f95-ccf9-26f0b21125ee,Pharmacy service,GAQLD159231111,PHARMACY,2024-03-05
14547,active,DARLINGTON MEDICAL CENTRE PTY LTD,1513-1517 Main South Rd Darlington SA 5047,Darlington,SA,5047,138.557309,-35.029695,be485ab1-4ef9-4d0d-91cd-0f5ba5c5e0a2,Pharmacy service,GASA_425443654,PHARMACY,2024-03-05
14548,active,Southern Swan Pharmacy,12 Mary Street Cygnet TAS 7112,Cygnet,TAS,7112,147.0778198,-43.1620903,e29df644-0676-9343-4c57-43550f420248,Pharmacy service,GATAS702299164,PHARMACY,2024-03-05
14549,active,WholeLife Pharmacy and Foods,66 Highfields Road Highfields QLD 4352,Highfields,QLD,4352,151.9449921,-27.45055008,dd386bf1-c13c-c6f3-4dfd-e9dfa06749b8,Pharmacy service,GAQLD162628637,PHARMACY,2024-03-05
14550,active,Gooding Drive Amcal,166 Gooding Drive Merrimac QLD 4226,Merrimac,QLD,4226,153.3714294,-28.04359055,2bc2fd12-ca71-a1ff-6fae-7ee12d0cade3,Pharmacy service,,PHARMACY,2024-03-05
14551,active,Ashley and Martin Dispensary,196 Main Street Osborne Park WA 6017,Osborne Park,WA,6017,115.82864,-31.89811,d07cebaf-ddd8-4dee-fc31-a386e1b7b1c2,Pharmacy service,,PHARMACY,2024-03-05
14552,active,Wantirna Mall Clinic Pharmacy,619 Boronia Road Wantirna VIC 3152,Wantirna,VIC,3152,145.2309553,-37.84830043,a83dc8bd-4ca5-45ef-4226-a37e14cc64cf,Pharmacy service,GAVIC424779428,PHARMACY,2024-03-05
14553,active,PharmacySmart Compounding East Melbourne,2 Wellington Parade East Melbourne VIC 3002,East Melbourne,VIC,3002,144.9898017,-37.81668905,f39af75f-db6a-404c-d0eb-eedb436ef4bc,Pharmacy service,GAVIC424248937,PHARMACY,2024-03-05
14554,active,Simply Pharmacy - The Entrance,78-94 The Entrance Road The Entrance NSW 2261,The Entrance,NSW,2261,151.4964905,-33.34542084,5a1635a6-65d7-99fa-dad9-a8b582a103ef,Pharmacy service,,PHARMACY,2024-03-05
14555,active,Ramsay Pharmacy Pottsville Beach,15 Coronation Avenue Pottsville NSW 2489,Pottsville,NSW,2489,153.5631714,-28.3892498,99d32872-4393-e4aa-7530-9872898924fc,Pharmacy service,,PHARMACY,2024-03-05
14556,active,United Chemist Lillybrook,118 Old Gympie Road Kallangur QLD 4503,Kallangur,QLD,4503,152.9934235,-27.24166679,c23eb3e9-df9f-6461-6be6-25f65b3fe09b,Pharmacy service,,PHARMACY,2024-03-05
14557,active,Pittwater Road Pharmacy,183 Pittwater Road Manly NSW 2095,Manly,NSW,2095,151.284317,-33.78838348,22dbc68e-26a7-8731-58ef-346c924239f6,Pharmacy service,GANSW705267708,PHARMACY,2024-03-05
14558,active,Mullein Pharmacy Carseldine,521 Beams Road Carseldine QLD 4034,Carseldine,QLD,4034,153.0276642,-27.34785271,805213e2-05d7-a4fa-5a0e-f9f80ea55efb,Pharmacy service,,PHARMACY,2024-03-05
14559,active,Optimal Pharmacy Plus Coolbellup,1 Waverley Road Coolbellup WA 6163,Coolbellup,WA,6163,115.807907,-32.081303,64e6be15-ce0f-9415-6393-2dd63e02a135,Pharmacy service,GAWA_148875506,PHARMACY,2024-03-05
14560,active,Priceline Pharmacy Aspley,59 Albany Creek Road Aspley QLD 4034,Aspley,QLD,4034,153.013855,-27.3623333,a588aca9-b96e-b11b-68e6-b02fe1767433,Pharmacy service,,PHARMACY,2024-03-05
14561,active,Priceline Pharmacy Mooroolbark,28 Brice Avenue Mooroolbark VIC 3138,Mooroolbark,VIC,3138,145.3120117,-37.78540802,63488e87-9510-708d-483e-d83b81a6247b,Pharmacy service,,PHARMACY,2024-03-05
14562,active,Karumba - Pharmacy,140-160 Walker Street Karumba QLD 4891,Karumba,QLD,4891,140.8412781,-17.48516273,60013348-7301-b8bf-87a2-4c6da8ed4248,Hospital pharmacy service,,PHARMACY,2024-03-05
14563,active,Chemist Discount Centre Bundaberg,13 Barolin Street Bundaberg QLD 4670,Bundaberg,QLD,4670,152.349057,-24.867588,69576a09-4e0c-4f2e-193e-4a2839f426d9,Pharmacy service,,PHARMACY,2024-03-05
14564,active,Derby Street Pharmacy,175 Derby Street Pascoe Vale VIC 3044,Pascoe Vale,VIC,3044,144.9467316,-37.72361755,aab502fd-9cfa-a55d-a4cf-61c9a1f62b03,Pharmacy service,GAVIC412980432,PHARMACY,2024-03-05
14565,active,Tenterfield Amcal Chemist,248 Rouse Street Tenterfield NSW 2372,Tenterfield,NSW,2372,152.0185547,-29.0544548,b6f3e948-4daa-737f-8bf9-3c2165ca7f93,Pharmacy service,GANSW706025232,PHARMACY,2024-03-05
14566,active,Direct Chemist Outlet Marian,219-247 Anzac Avenue Marian QLD 4753,Marian,QLD,4753,148.9541931,-21.14741516,f401c255-0419-b519-eed9-913b64a1726c,Pharmacy service,,PHARMACY,2024-03-05
14567,active,Chemist Warehouse - Greensborough,48-50 Main Street Greensborough VIC 3088,Greensborough,VIC,3088,145.104126,-37.70384979,49da17f9-12e5-e43a-eed6-c6a7c9c3d067,Pharmacy service,GAVIC419809907,PHARMACY,2024-03-05
14568,active,Kempsey Pharmacy,15-33 Belgrave Street Kempsey NSW 2440,Kempsey,NSW,2440,152.8400874,-31.08006901,e1080ff3-856f-4eba-7af1-db485b01a277,Pharmacy service,,PHARMACY,2024-03-05
14569,active,Optimal Medication Solutions,101 Norma Rd Myaree WA 6154,Myaree,WA,6154,115.82199,-32.04377,3c1dd0d3-d6f7-3b74-0630-9627bf216e71,Pharmacy service,GAWA_146789680,PHARMACY,2024-03-05
14570,active,Cura Pharmacy Frankston,255-265 Cranbourne Road Frankston VIC 3199,Frankston,VIC,3199,145.1559448,-38.15303421,ee48579b-16ff-5be0-0212-c94ed5641289,Pharmacy service,,PHARMACY,2024-03-05
14571,active,Chemist Warehouse Elizabeth Street Victoria Market,592 Elizabeth Street Melbourne VIC 3000,Melbourne,VIC,3000,144.9592743,-37.80447388,18012db1-b24b-085e-69c1-bf2b2e4666c7,Pharmacy service,GAVIC412706260,PHARMACY,2024-03-05
14572,active,Indooroopilly Day and Night Chemist,66 Station Road Indooroopilly QLD 4068,Indooroopilly,QLD,4068,152.9725494,-27.50205803,895e07a1-fb1d-1953-1803-6e1eae9808ff,Pharmacy service,GAQLD156684766,PHARMACY,2024-03-05
14573,active,Kingscliff Beach Chempro Chemist,40 Marine Parade Kingscliff NSW 2487,Kingscliff,NSW,2487,153.5791016,-28.2569313,514c2d4d-9c39-e089-4646-113a1395fa42,Pharmacy service,,PHARMACY,2024-03-05
14574,active,Priceline Pharmacy Bourke Street Mall,283 Bourke Street Melbourne VIC 3000,Melbourne,VIC,3000,144.9652405,-37.81423569,f2f072a2-00a0-11c1-f299-c72cc93d9a81,Pharmacy service,,PHARMACY,2024-03-05
14575,active,Blooms The Chemist Port Coogee,Corner Calypso Drive & Orsino Boulevard North Coogee WA 6163,North Coogee,WA,6163,115.762466,-32.103119,5c57d678-e984-46aa-ba17-8feb38231885,Pharmacy service,,PHARMACY,2024-03-05
14576,active,TerryWhite Chemmart Brooklane,80 Maffina Parade Ellenbrook WA 6069,Ellenbrook,WA,6069,115.9869245,-31.76487727,bdccf004-b205-4b52-9ce8-02b6cbadc9a0,Pharmacy service,GAWA_720363262,PHARMACY,2024-03-05
14577,active,Pharmacyworld - Fawkner East,60 Major Road Fawkner VIC 3060,Fawkner,VIC,3060,144.9701843,-37.70733643,8a557fc2-cd7b-7607-62d7-393a20aed585,Pharmacy service,GAVIC421441518,PHARMACY,2024-03-05
14578,active,Chemist Warehouse Adelaide - Pulteney Street,160 Rundle Mall Adelaide SA 5000,Adelaide,SA,5000,138.6053519,-34.92257195,685a6124-0cc1-450c-0143-629aae339604,Pharmacy service,GASA_424932214,PHARMACY,2024-03-05
14579,active,Wyoming Chempro Chemist,495 Pacific Highway Wyoming NSW 2250,Wyoming,NSW,2250,151.3517825,-33.40501905,401e2a83-1ca1-483b-908e-6d0b6c4c472b,Pharmacy service,,PHARMACY,2024-03-05
14580,active,Watsonia Compounding Pharmacy,78 Nepean Street Watsonia VIC 3087,Watsonia,VIC,3087,145.0930939,-37.71174622,06865bdf-0d78-5c00-95c6-024d49c594d9,Pharmacy service,GAVIC413237139,PHARMACY,2024-03-05
14581,active,Pharmacymart,83 The Crescent Fairfield NSW 2165,Fairfield,NSW,2165,150.9570313,-33.871521,163519f6-8ee6-2bb4-8e56-f909c61f8155,Pharmacy service,,PHARMACY,2024-03-05
14582,active,Balingup Pharmacy,32 Bridgetown Road Balingup WA 6253,Balingup,WA,6253,115.983977,-33.785982,80961d9d-24fd-4d48-197f-7bd76aab256b,Pharmacy service,GAWA_162556998,PHARMACY,2024-03-05
14583,active,Warwick Friendly Society Health Centre Pharmacy,53 Wood Street Warwick QLD 4370,Warwick,QLD,4370,152.0278473,-28.21936035,cd2e4bd7-db46-f626-3179-b7ae71668016,Pharmacy service,,PHARMACY,2024-03-05
14584,active,East Gosford Chemist Saver,75 Victoria Street East Gosford NSW 2250,East Gosford,NSW,2250,151.3538818,-33.43764877,110af666-5a72-8a46-a58a-4ec5f2da23e5,Pharmacy service,GANSW704645698,PHARMACY,2024-03-05
14585,active,Little Bay Pharmacy,1405 Anzac Parade Little Bay NSW 2036,Little Bay,NSW,2036,151.2443542,-33.97954559,122e7b1c-aead-97a0-fd91-b1450c0bbcf8,Pharmacy service,GANSW706548931,PHARMACY,2024-03-05
14586,active,LURNEA PHARMACY,54 Hill Road Lurnea NSW 2170,Lurnea,NSW,2170,150.8968048,-33.93117905,a47f6a73-4c29-e6b7-0cdc-e4393171ff48,Pharmacy service,,PHARMACY,2024-03-05
14587,active,Robertson Village Pharmacy,101-103 Hoddle Street Robertson NSW 2577,Robertson,NSW,2577,150.5983124,-34.58986664,d030ca36-bcca-32be-82be-7ccf53435a81,Pharmacy service,GANSW719598376,PHARMACY,2024-03-05
14588,active,Good Price Pharmacy Warehouse - Underwood,Corner Kingston And Compton Road Underwood QLD 4119,Underwood,QLD,4119,153.1147308,-27.61870003,37a8caf6-28bf-345d-8d6e-bfce5b7b47a1,Pharmacy service,,PHARMACY,2024-03-05
14589,active,Yarraman Pharmacy,5 Margaret Street Yarraman QLD 4614,Yarraman,QLD,4614,151.9803162,-26.8414135,43578451-07ec-9977-a483-a27412466f30,Pharmacy service,GAQLD156004698,PHARMACY,2024-03-05
14590,active,TerryWhite Chemmart - Karrinyup,200 Karrinyup Road Karrinyup WA 6018,Karrinyup,WA,6018,115.7787857,-31.8767395,0784e01f-77da-e82b-fd62-522c15dc2156,Pharmacy service,GAWA_148398591,PHARMACY,2024-03-05
14591,active,Walpole Pharmacy,17-21 Nockolds Street Walpole WA 6398,Walpole,WA,6398,116.7318573,-34.97613907,e9d21a7b-4d0e-fe8e-a91d-0ae4ccb0be26,Pharmacy service,,PHARMACY,2024-03-05
14592,active,Williams Discount Chemist,206-208 Pacific Highway Charlestown NSW 2290,Charlestown,NSW,2290,151.69607,-32.9634,b9a51a8b-4722-4c79-ac88-a31e9a6f8d4b,Pharmacy service,,PHARMACY,2024-03-05
14593,active,Chemist Warehouse - Glenferrie Rd Hawthorn,746 Glenferrie Road Hawthorn VIC 3122,Hawthorn,VIC,3122,145.0363922,-37.81912231,8451308f-4aa3-1293-880a-fd40ed83444b,Pharmacy service,GAVIC421659471,PHARMACY,2024-03-05
14594,active,MYRTLE STREET PHARMACY,6 Myrtle Street Prospect NSW 2148,Prospect,NSW,2148,150.90535,-33.795376,3b90c286-ded2-8e9a-b35c-81c3da03c588,Pharmacy service,GANSW716483487,PHARMACY,2024-03-05
14595,active,Pharmacy 777 Port Hedland,150 Anderson Street Port Hedland WA 6721,Port Hedland,WA,6721,118.6084976,-20.31151009,dcd1c4d9-bf53-8531-1dc8-e9061e48cd89,Pharmacy service,,PHARMACY,2024-03-05
14596,active,Pharmacy 4 Less Ryde,5 Pope Street Ryde NSW 2112,Ryde,NSW,2112,151.1061247,-33.81211916,44cfead2-e836-4081-ddb8-3e0f36e1b432,Pharmacy service,,PHARMACY,2024-03-05
14597,active,Craig Roberts Guardian Pharmacy,126 Semaphore Road Semaphore SA 5019,Semaphore,SA,5019,138.4884644,-34.84009552,bdf2c9aa-910e-1934-cd24-e1a28dfe2642,Pharmacy service,GASA_416525107,PHARMACY,2024-03-05
14598,active,ATRIUM PLAZA PHARMACY,Corner Bowen Bridge Road And Butterfield Street Herston QLD 4006,Herston,QLD,4006,153.0287476,-27.44671249,78b3075e-507a-e062-5cac-5904d3d90ce5,Pharmacy service,,PHARMACY,2024-03-05
14599,active,Helena Estate Pharmacy and News,1 Torquata Boulevard Helena Valley WA 6056,Helena Valley,WA,6056,116.028923,-31.91566086,a30b3c22-a4a0-575c-98ae-f8cb5d38a78e,Pharmacy service,,PHARMACY,2024-03-05
14600,active,Campbelltown Discount Chemist,610 Lower North East Road Campbelltown SA 5074,Campbelltown,SA,5074,138.6637778,-34.87877691,a3df5199-b8f9-a1d0-b4bd-3bdb66e6a23c,Pharmacy service,,PHARMACY,2024-03-05
14601,active,TerryWhite Chemmart - North Richmond,35 Bells Line Of Road North Richmond NSW 2754,North Richmond,NSW,2754,150.7204895,-33.58125305,a76e5fda-f88e-1a48-fb39-893b4454397e,Pharmacy service,,PHARMACY,2024-03-05
14602,active,Thompsons Pharmacy,962-964 Main Road Eltham VIC 3095,Eltham,VIC,3095,145.1487885,-37.71396637,4ac38f88-ea35-4b48-a5c4-4f4355bfc4fc,Pharmacy service,,PHARMACY,2024-03-05
14603,active,Your Chemist Shop,142 Bringelly Road Kingswood NSW 2747,Kingswood,NSW,2747,150.7129059,-33.77532578,2826b177-5172-2df3-9ab2-0f2f11aae93c,Pharmacy service,,PHARMACY,2024-03-05
14604,active,Indooroopilly Lower Pharmacy,322 Moggill Road Indooroopilly QLD 4068,Indooroopilly,QLD,4068,152.9726868,-27.49913597,2d949c00-a968-a0bf-668e-0a7af486397e,Pharmacy service,,PHARMACY,2024-03-05
14605,active,Healthyworld Pharmacy Garden City,2049 Logan Road Upper Mount Gravatt QLD 4122,Upper Mount Gravatt,QLD,4122,153.0827942,-27.56306076,668e0038-527b-c450-0f26-b9577ab6b718,Pharmacy service,GAQLD162472662,PHARMACY,2024-03-05
14606,active,SHERWOOD PHARMACY,672 Sherwood Road Sherwood QLD 4075,Sherwood,QLD,4075,152.9814911,-27.53244781,9eabb519-0c2b-49d3-793e-c2f508972d97,Pharmacy service,GAQLD157109635,PHARMACY,2024-03-05
14607,active,Karumba Pharmacy,65 Yappar Street Karumba QLD 4891,Karumba,QLD,4891,140.8379669,-17.48739433,c83bbd17-ea8f-9c2e-04f3-33351e486068,Pharmacy service,GAQLD162209701,PHARMACY,2024-03-05
14608,active,Envisage Pharmacy Townsville,1 James Cook Drive Douglas QLD 4814,Douglas,QLD,4814,146.7602191,-19.33029596,b56e605f-2bb0-4969-8e81-ed5afdf5288f,Pharmacy service,,PHARMACY,2024-03-05
14609,active,Hunters Hill Pharmacy,13 Alexandra Street Hunters Hill NSW 2110,Hunters Hill,NSW,2110,151.1512299,-33.83465195,32c9663b-1fdc-d476-fd26-79f9acb6979b,Pharmacy service,GANSW704976911,PHARMACY,2024-03-05
14610,active,Capital Chemist Raymond Terrace,18 Williams Street Raymond Terrace NSW 2324,Raymond Terrace,NSW,2324,151.7427979,-32.76196289,70797760-a5c7-b655-ee41-a49556fde0dc,Pharmacy service,,PHARMACY,2024-03-05
14611,active,Glenvale Pharmacy,662-670 Greenwattle Street Harristown QLD 4350,Harristown,QLD,4350,151.9157058,-27.56703389,44388af1-3fa4-4842-ab21-c25627e8c9a7,Pharmacy service,GAQLD719707956,PHARMACY,2024-03-05
